,Unnamed: 0,SUCURSAL,PERIODO,MES,PROVEEDOR,FOLIO_VENTA,TIPO_VENTA,CANTIDAD_VENTA,TOTAL_VENTA,ULTIMO_COSTO,CODIGO_BARRAS,DTO_CLIENTE,TITULO,TIPO_PRODUCTO,PRECIO_LISTA,COSTO_DEL_DIA_VTA,AUTOR_,DTO_COMERCIAL_,EDITORIAL_,AREA_TEMATICA_,TEMA_,SUBTEMA_,Num_dia_ven,Fecha_ven,N_dia_ven,N_mes_ven,FONDO_180d
39224,48958,SUCURSAL_1,2021,1,PEARSON EDUCACION DE MEXICO SA DE CV,7107133.0,PISO DE VENTA,1.0,480.0,327.6,9786073246903,,GUIA DE ESTUDIO PARA INGRESAR AL BACHILLERATO (CONAMAT) / 6 ED.,LIBRO,480.0,,"MONTAÃEZ COLIN, ANA LUISA",35.0,CONAMAT (COLEGIO NACIONAL DE MATEMATICAS),"TEXTOS ESCOLARES, UNIVERSITARIOS Y TÃCNICOS",TEXTOS ESCOLARES,SECUNDARIA,9,2021-01-09,SÃ¡bado,Enero,Fondo
98898,124537,SUCURSAL_5,2022,9,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,689736.0,PISO DE VENTA,1.0,299.0,173.42,9786073814447,0.0,La gran serpiente,LIBRO,299.0,173.42,"LEMAITRE, PIERRE",42.0,EDICIONES SALAMANDRA,LITERATURA,LITERATURA,NOVELA POLICIACA Y DE SUSPENSO,13,2022-09-13,Martes,Septiembre,Novedad
42425,53279,SUCURSAL_1,2022,11,EDITORIAL PLANETA MEXICANA,7333407.0,PISO DE VENTA,1.0,208.0,120.64,7502268181796,0.0,Historia de O,LIBRO,208.0,120.64,"REAGE, PAULINE",42.0,TUSQUETS,LITERATURA,LITERATURA,NOVELA EROTICA,6,2022-11-06,Domingo,Noviembre,Fondo
84885,105021,SUCURSAL_5,2021,7,NIRVANA LIBROS SA DE CV,636346.0,PISO DE VENTA,1.0,277.5,185.0,9788491112938,0.25,ANATOMIA OCULTA. LA ICONOGRAFIA DEL CUERPO HUMANO EN LAS CIENCIAS ESOTERICAS,LIBRO,370.0,,"PELLEGRINO, ANDREA",50.0,EDICIONES OBELISCO,ESOTERISMO,ESOTERISMO,ENIGMAS Y CIENCIAS OCULTAS,5,2021-07-05,Lunes,Julio,Fondo
15971,21147,SUCURSAL_1,2022,2,NIRVANA LIBROS SA DE CV,7248080.0,PISO DE VENTA,1.0,380.0,190.0,9788478089031,0.0,ABRE TU CORAZON ABRE TU MENTE,LIBRO,380.0,,TSOKNYI RIMPOCHE,50.0,SIRIO,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SUPERACION PERSONAL Y AUTOAYUDA,LITERATURA ESPIRITUAL,3,2022-02-03,Jueves,Febrero,Fondo
126007,157709,SUCURSAL_2,2022,12,EDITORIAL PLANETA MEXICANA,4440930.0,PISO DE VENTA,1.0,298.0,172.84,9788416476794,0.0,El dulce hogar de Chi #11,LIBRO,298.0,172.84,KONAMI KANATA,42.0,PLANETA COMIC,LITERATURA ILUSTRADA Y CÃMIC,"ARTES, BELLAS ARTES Y ARTES DECORATIVAS",CARICATURA COMICS Y NOVELA GRAFICA,11,2022-12-11,Domingo,Diciembre,Fondo
98955,124619,SUCURSAL_5,2022,12,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,699197.0,PISO DE VENTA,1.0,289.0,167.62,9786073816380,0.0,Boulevard. DespuÃ©s de Ã©l / Libro 2,LIBRO,289.0,167.62,"SALVADOR, FLOR M.",42.0,MONTENA,JUVENIL,LITERATURA,LITERATURA JUVENIL,19,2022-12-19,Lunes,Diciembre,Fondo
173409,212427,SUCURSAL_4,2021,10,COLOFON SA DE CV,855673.0,PISO DE VENTA,1.0,281.25,187.5,9788417971731,0.25,Andanzas del impresor Zollinger,LIBRO,375.0,,"D ORS, PABLO",50.0,GALAXIA GUTENBERG,LITERATURA,LITERATURA,NARRATIVA IBEROAMERICANA,11,2021-10-11,Lunes,Octubre,Fondo
78955,97671,SUCURSAL_5,2021,7,EDITORIAL OCEANO DE MEXICO SA DE CV,636741.0,PISO DE VENTA,1.0,155.0,85.56,9788415292821,0.0,LO QUE DICEN LAS VELAS AL ARDER. EL ORACULO DE LAS VELAS,LIBRO,155.0,,"MOHN, MITXEL",44.8,OCEANO / ARKANO BOOKS,ESOTERISMO,ESOTERISMO,ARTES ADIVINATORIAS,9,2021-07-09,Viernes,Julio,Fondo
130897,163958,SUCURSAL_2,2022,11,EDITORIAL PLANETA MEXICANA,4434264.0,PISO DE VENTA,1.0,448.0,259.84,9788413425948,0.0,Ask Iwata,LIBRO,448.0,259.84,"SATORU, IWATA",42.0,HOBONICHI,LITERATURA ILUSTRADA Y CÃMIC,"ARTES, BELLAS ARTES Y ARTES DECORATIVAS",CARICATURA COMICS Y NOVELA GRAFICA,15,2022-11-15,Martes,Noviembre,Fondo
83925,103867,SUCURSAL_5,2021,7,NIRVANA LIBROS SA DE CV,637919.0,PISO DE VENTA,1.0,540.0,360.0,9788497771818,0.25,"CARTAS DE LOS ANGELES DE LA CABALA, LAS (JUEGO DE CARTAS Y LIBRO)",LIBRO,720.0,,EDICIONES OBELISCO,50.0,EDICIONES OBELISCO,ESOTERISMO,ESOTERISMO,ANGELOLOGIA,17,2021-07-17,SÃ¡bado,Julio,Fondo
68484,84027,SUCURSAL_1,2022,7,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,7294957.0,PISO DE VENTA,1.0,299.0,173.42,9786073816397,0.0,Lealtad al fantasma,LIBRO,299.0,173.42,"SERNA, ENRIQUE",42.0,ALFAGUARA,LITERATURA,LITERATURA,AUTORES MEXICANOS,16,2022-07-16,SÃ¡bado,Julio,Novedad
38508,47588,SUCURSAL_1,2022,8,PEARSON EDUCACION DE MEXICO SA DE CV,7300399.0,PISO DE VENTA,1.0,502.0,326.3,9780135244678,0.0,NEW CORNERSTONE / WORKBOOK GRADE 1,LIBRO,502.0,326.3,PEARSON,35.0,PEARSON,"TEXTOS ESCOLARES, UNIVERSITARIOS Y TÃCNICOS",TEXTOS ESCOLARES,TEXTO ESCOLAR BASICO EN INGLES U OTROS IDIOMAS,6,2022-08-06,SÃ¡bado,Agosto,Fondo
172295,211132,SUCURSAL_4,2021,5,COLOFON SA DE CV,837619.0,PISO DE VENTA,1.0,405.0,243.0,9788498790016,,PRINCIPIOS Y VOTOS. EL TRIBUNAL CONSTITUCIONAL Y LA POLITICA,LIBRO,540.0,,"ZAGREBELSKY, GUSTAVO",55.0,TROTTA,DERECHO,DERECHO,DERECHO CONSTITUCIONAL,20,2021-05-20,Jueves,Mayo,Fondo
6029,7810,SUCURSAL_1,2021,4,EDITORIAL OCEANO DE MEXICO SA DE CV,7137176.0,PISO DE VENTA,1.0,325.0,179.4,9786075275918,,DEIDADES MENORES,LIBRO,325.0,,"HAGHENBECK, FRANCISCO G.",44.8,OCEANO / GRAN TRAVESIA,NIÃOS,NIÃOS,FICCION Y TERROR PARA NIÃOS,13,2021-04-13,Martes,Abril,Fondo
41165,51740,SUCURSAL_1,2021,8,PEARSON EDUCACION DE MEXICO SA DE CV,7172892.0,PISO DE VENTA,1.0,504.0,327.6,9786073246903,0.0,GUIA DE ESTUDIO PARA INGRESAR AL BACHILLERATO (CONAMAT) / 6 ED.,LIBRO,504.0,,"MONTAÃEZ COLIN, ANA LUISA",35.0,CONAMAT (COLEGIO NACIONAL DE MATEMATICAS),"TEXTOS ESCOLARES, UNIVERSITARIOS Y TÃCNICOS",TEXTOS ESCOLARES,SECUNDARIA,4,2021-08-04,MiÃ©rcoles,Agosto,Fondo
105207,132938,SUCURSAL_2,2021,3,EDITORIAL OCEANO DE MEXICO SA DE CV,4261774.0,PISO DE VENTA,1.0,295.0,162.84,9786075573076,,Almendra,LIBRO,295.0,,"SOHN, WON PYUNG",44.8,OCEANO GRAN TRAVESIA,JUVENIL,LITERATURA,LITERATURA JUVENIL,12,2021-03-12,Viernes,Marzo,Novedad
75589,93061,SUCURSAL_5,2021,5,EDITORIAL OCEANO DE MEXICO SA DE CV,631407.0,PISO DE VENTA,1.0,340.0,187.68,9788494614453,,"SOÃADOR DEL SUEÃO, EL. EL HEROE INTERIOR",LIBRO,340.0,,"CORBERA, ENRIC",44.8,OCEANO / EL GRANO DE MOSTAZA,ESOTERISMO,ESOTERISMO,METAFISICA,26,2021-05-26,MiÃ©rcoles,Mayo,Fondo
65098,80215,SUCURSAL_1,2022,9,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,7313293.0,PISO DE VENTA,1.0,329.0,190.82,9786073808033,0.0,Todo este tiempo,LIBRO,329.0,190.82,"LIPPINCOTT, RACHEL",42.0,MONTENA,JUVENIL,LITERATURA,LITERATURA JUVENIL,4,2022-09-04,Domingo,Septiembre,Fondo
162217,199471,SUCURSAL_3,2022,12,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,2037661.0,PISO DE VENTA,1.0,449.0,260.42,9786073807913,0.0,Violeta,LIBRO,449.0,260.42,"ALLENDE, ISABEL",42.0,PLAZA & JANES,LITERATURA,LITERATURA,NARRATIVA IBEROAMERICANA,18,2022-12-18,Domingo,Diciembre,Fondo
143384,179230,SUCURSAL_2,2022,12,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,4440289.0,PISO DE VENTA,1.0,199.0,115.42,9786073821001,0.0,El viaje de los colibrÃ­es,LIBRO,199.0,115.42,"ZURITA, SUE",42.0,GRIJALBO,LITERATURA,LITERATURA,AUTORES MEXICANOS,9,2022-12-09,Viernes,Diciembre,Novedad
41040,51609,SUCURSAL_1,2021,10,PEARSON EDUCACION DE MEXICO SA DE CV,7202077.0,PISO DE VENTA,1.0,527.0,434.0,9786073245487,0.15,GuÃ­a prÃ¡ctica para el examen de ingreso a la universidad / 5 ed.,LIBRO,620.0,,"MONTAÃEZ COLIN, ANA LUISA",30.0,PEARSON,"TEXTOS ESCOLARES, UNIVERSITARIOS Y TÃCNICOS",TEXTOS ESCOLARES,BACHILLERATO,10,2021-10-10,Domingo,Octubre,Fondo
48685,61067,SUCURSAL_1,2022,12,EDITORIAL PLANETA MEXICANA,7343406.0,PISO DE VENTA,1.0,268.0,155.44,9786070780950,0.0,A la mitad del camino,LIBRO,268.0,155.44,"LOPEZ OBRADOR, ANDRES MANUEL",42.0,PLANETA,CIENCIAS SOCIALES,CIENCIAS SOCIALES,POLITICA,10,2022-12-10,SÃ¡bado,Diciembre,Fondo
171517,210197,SUCURSAL_4,2021,8,NIRVANA LIBROS SA DE CV,848579.0,PISO DE VENTA,1.0,112.5,,9788416648108,0.25,Pegatinas. Las princesas y sus vestidos,LIBRO,150.0,,PICARONA,50.0,PICARONA,NIÃOS,NIÃOS,LIBROS DE ACTIVIDADES PARA NIÃOS,21,2021-08-21,SÃ¡bado,Agosto,Novedad
161574,198785,SUCURSAL_3,2022,12,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,2035582.0,PISO DE VENTA,1.0,179.0,103.82,9786073191388,0.0,Esto no es amor,LIBRO,179.0,103.82,"GUCKZA, CHRISTEL",42.0,B DE BLOK,JUVENIL,LITERATURA,LITERATURA JUVENIL,2,2022-12-02,Viernes,Diciembre,Fondo
31348,38483,SUCURSAL_1,2021,6,COLOFON SA DE CV,7153536.0,PISO DE VENTA,1.0,99.0,99.0,9788478443086,0.0,"TALISMAN DE PITUSILLA, EL",LIBRO,99.0,,"HOOD, TOM",0.0,SIRUELA,LITERATURA,LITERATURA,CIENCIA FICCION Y LITERATURA FANTASTICA,4,2021-06-04,Viernes,Junio,Fondo
159671,196741,SUCURSAL_3,2022,7,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,2021911.0,PISO DE VENTA,1.0,279.0,161.82,9786071136558,0.0,Demasiado amor / 3 ed.,LIBRO,279.0,161.82,"SEFCHOVICH, SARA",42.0,ALFAGUARA,LITERATURA,LITERATURA,AUTORES MEXICANOS,27,2022-07-27,MiÃ©rcoles,Julio,Fondo
119968,150430,SUCURSAL_2,2021,12,COLOFON SA DE CV,4344652.0,PISO DE VENTA,1.0,356.25,237.5,9788425446313,0.25,La sociedad paliativa,LIBRO,475.0,,"HAN, BYUNG CHUL",50.0,HERDER,HUMANIDADES,FILOSOFIA,FILOSOFIA,28,2021-12-28,Martes,Diciembre,Fondo
21120,27157,SUCURSAL_1,2021,11,NIRVANA LIBROS SA DE CV,7216852.0,PISO DE VENTA,1.0,311.5,222.5,9788478087525,0.3,"PLAN DE TU ALMA, EL",LIBRO,445.0,,"SCHWARTZ, ROBERT",50.0,SIRIO,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SUPERACION PERSONAL Y AUTOAYUDA,AUTOAYUDA,21,2021-11-21,Domingo,Noviembre,Fondo
131448,164636,SUCURSAL_2,2022,10,EDITORIAL PLANETA MEXICANA,4426452.0,PISO DE VENTA,1.0,128.0,74.24,9786070789953,0.0,Cuentos de Virginia Woolf,LIBRO,128.0,74.24,"WOOLF, VIRGINIA",42.0,AUSTRAL,LITERATURA,LITERATURA,NARRATIVA UNIVERSAL,15,2022-10-15,SÃ¡bado,Octubre,Novedad
114250,143994,SUCURSAL_2,2021,12,NIRVANA LIBROS SA DE CV,4337663.0,PISO DE VENTA,1.0,329.0,235.0,9788499885773,0.3,"NATURALEZA DE LA REALIDAD, LA",LIBRO,470.0,,"LASZLO, ERVIN",50.0,KAIROS,ESOTERISMO,ESOTERISMO,METAFISICA,10,2021-12-10,Viernes,Diciembre,Fondo
46872,58824,SUCURSAL_1,2022,10,EDITORIAL PLANETA MEXICANA,7326777.0,PISO DE VENTA,1.0,368.0,213.44,9786070767937,0.0,La psicÃ³loga,LIBRO,368.0,213.44,"FLOOD, HELENE",42.0,PLANETA,LITERATURA,LITERATURA,NOVELA POLICIACA Y DE SUSPENSO,13,2022-10-13,Jueves,Octubre,Fondo
155443,192342,SUCURSAL_3,2021,7,PEARSON EDUCACION DE MEXICO SA DE CV,1975336.0,PISO DE VENTA,1.0,589.0,434.0,9786073245487,0.05,GuÃ­a prÃ¡ctica para el examen de ingreso a la universidad / 5 ed.,LIBRO,620.0,,"MONTAÃEZ COLIN, ANA LUISA",30.0,PEARSON,"TEXTOS ESCOLARES, UNIVERSITARIOS Y TÃCNICOS",TEXTOS ESCOLARES,BACHILLERATO,21,2021-07-21,MiÃ©rcoles,Julio,Fondo
82383,101978,SUCURSAL_5,2021,1,NIRVANA LIBROS SA DE CV,615576.0,PISO DE VENTA,1.0,307.5,205.0,9788478088515,,"JUEGO INTERIOR DEL TRABAJO, EL",LIBRO,410.0,,"GALLWEY, TIMOTHY",50.0,SIRIO,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SUPERACION PERSONAL Y AUTOAYUDA,AUTOAYUDA,23,2021-01-23,SÃ¡bado,Enero,Fondo
18679,24337,SUCURSAL_1,2021,5,NIRVANA LIBROS SA DE CV,7148183.0,PISO DE VENTA,1.0,420.0,280.0,9788491110194,,"MILLONARIO DE LA PUERTA DE AL LADO, EL. LOS SORPRENDENTES SECRETOS DE LOS MILLONARIOS ESTADOUNIDENSES",LIBRO,560.0,,"STANLEY, THOMAS J.",50.0,EDICIONES OBELISCO,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SUPERACION PERSONAL Y AUTOAYUDA,AUTOAYUDA,18,2021-05-18,Martes,Mayo,Fondo
72400,88621,SUCURSAL_5,2022,4,EDITORIAL OCEANO DE MEXICO SA DE CV,673359.0,PISO DE VENTA,1.0,275.0,151.8,9786075575681,0.0,PeluquerÃ­a y letras,LIBRO,275.0,,"VILLALOBOS, JUAN PABLO",44.8,ANAGRAMA,LITERATURA,LITERATURA,AUTORES MEXICANOS,12,2022-04-12,Martes,Abril,Novedad
45836,57547,SUCURSAL_1,2022,12,EDITORIAL PLANETA MEXICANA,7347230.0,PISO DE VENTA,1.0,158.0,91.64,9786070757921,0.0,Elvis nunca se equivoca,LIBRO,158.0,91.64,"MORLESIN, RODRIGO",42.0,PLANETA JUNIOR,NIÃOS,NIÃOS,DE 6 A 12 AÃOS,18,2022-12-18,Domingo,Diciembre,Fondo
133752,167482,SUCURSAL_2,2022,12,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,4446695.0,PISO DE VENTA,1.0,483.65,330.02,9786073128001,0.15,Mafalda. Todas las tiras,LIBRO,569.0,330.02,"QUINO (LAVADO TEJON, JOAQUIN SALVADOR)",42.0,LUMEN,LITERATURA ILUSTRADA Y CÃMIC,"ARTES, BELLAS ARTES Y ARTES DECORATIVAS",CARICATURA COMICS Y NOVELA GRAFICA,27,2022-12-27,Martes,Diciembre,Fondo
38176,47205,SUCURSAL_1,2022,12,PEARSON EDUCACION DE MEXICO SA DE CV,7342993.0,PISO DE VENTA,1.0,651.0,455.7,9786073245487,0.0,GuÃ­a prÃ¡ctica para el examen de ingreso a la universidad / 5 ed.,LIBRO,651.0,455.7,"MONTAÃEZ COLIN, ANA LUISA",30.0,PEARSON,"TEXTOS ESCOLARES, UNIVERSITARIOS Y TÃCNICOS",TEXTOS ESCOLARES,BACHILLERATO,9,2022-12-09,Viernes,Diciembre,Fondo
9530,12750,SUCURSAL_1,2021,7,EDITORIAL OCEANO DE MEXICO SA DE CV,7165712.0,PISO DE VENTA,1.0,515.0,325.68,9788484451488,0.0,FENG SHUI TOTAL. APORTA SALUD RIQUEZA Y FELICIDAD A TU VIDA,LIBRO,515.0,,"TOO, LILLIAN",44.8,OCEANO / GAIA,ESOTERISMO,ESOTERISMO,FENG SHUI,12,2021-07-12,Lunes,Julio,Fondo
139521,174633,SUCURSAL_2,2022,10,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,4429754.0,PISO DE VENTA,1.0,499.0,301.02,9786073806855,0.0,El club de los psicÃ³patas,LIBRO,499.0,289.42,"KATZENBACH, JOHN",42.0,EDICIONES B,LITERATURA,LITERATURA,NOVELA POLICIACA Y DE SUSPENSO,27,2022-10-27,Jueves,Octubre,Fondo
9887,13267,SUCURSAL_1,2021,10,EDITORIAL OCEANO DE MEXICO SA DE CV,7207740.0,PISO DE VENTA,1.0,395.0,218.04,9788496111936,0.0,PIENSA QUE ERES RICO,LIBRO,395.0,,"MURPHY, JOSEPH",44.8,OCEANO / ARKANO BOOKS,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SUPERACION PERSONAL Y AUTOAYUDA,AUTOAYUDA,27,2021-10-27,MiÃ©rcoles,Octubre,Fondo
79518,98449,SUCURSAL_5,2021,11,EDITORIAL OCEANO DE MEXICO SA DE CV,655995.0,PISO DE VENTA,1.0,225.0,124.2,9788491873587,0.0,Un paseo por el bosque,LIBRO,225.0,,"BRYSON, BILL",44.8,RBA BOLSILLO (OCEANO),DIVULGACIÃN CIENTÃFICA,CIENCIAS NATURALES,ENSAYO CIENTIFICO,29,2021-11-29,Lunes,Noviembre,Fondo
105826,133681,SUCURSAL_2,2021,10,EDITORIAL OCEANO DE MEXICO SA DE CV,4319905.0,PISO DE VENTA,1.0,330.0,182.16,9788433914903,0.0,RELATOS,LIBRO,330.0,,"FAULKNER, WILLIAM",44.8,ANAGRAMA,LITERATURA,LITERATURA,NARRATIVA UNIVERSAL,12,2021-10-12,Martes,Octubre,Fondo
5402,6946,SUCURSAL_1,2021,3,EDITORIAL OCEANO DE MEXICO SA DE CV,7128993.0,PISO DE VENTA,1.0,310.0,171.12,9786075276700,,"HOMBRE QUE CONFUNDIO A SU MUJER CON UN SOMBRERO, EL",LIBRO,310.0,,"SACKS, OLIVER",44.8,ANAGRAMA,HUMANIDADES,PSICOLOGIA,PSICOLOGIA GENERAL,20,2021-03-20,SÃ¡bado,Marzo,Fondo
100196,126344,SUCURSAL_5,2022,12,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,699771.0,PISO DE VENTA,1.0,269.0,156.02,9786073821049,0.0,Orgullo prieto,LIBRO,269.0,156.02,"HUERTA, TENOCH",42.0,GRIJALBO,CIENCIAS SOCIALES,CIENCIAS SOCIALES,ANTROPOLOGIA,21,2022-12-21,MiÃ©rcoles,Diciembre,Novedad
98609,124161,SUCURSAL_5,2022,12,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,698032.0,PISO DE VENTA,1.0,519.0,301.02,9786073812719,0.0,Mujeres que corren con los lobos,LIBRO,519.0,301.02,"PINKOLA ESTES, CLARISSA",42.0,EDICIONES B,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SUPERACION PERSONAL Y AUTOAYUDA,AUTOAYUDA,11,2022-12-11,Domingo,Diciembre,Fondo
160336,197460,SUCURSAL_3,2022,10,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,2030471.0,PISO DE VENTA,1.0,239.0,138.62,9786073160766,0.0,Ecos de mi pluma. AntologÃ­a en prosa y verso,LIBRO,239.0,138.62,"SOR JUANA INES DE LA CRUZ (ASBAJE, JUANA DE)",42.0,DEBOLSILLO,LITERATURA,LITERATURA,AUTORES MEXICANOS,10,2022-10-10,Lunes,Octubre,Fondo
118809,149132,SUCURSAL_2,2021,7,COLOFON SA DE CV,4287334.0,PISO DE VENTA,1.0,1402.5,841.5,9788498794793,0.25,TIPOS PSICOLOGICOS / JUNG OBRAS COMPLETAS / VOL. 6,LIBRO,1870.0,,"JUNG, CARL GUSTAV",55.0,TROTTA,HUMANIDADES,PSICOLOGIA,PSICOANALISIS,9,2021-07-09,Viernes,Julio,Fondo
175908,215544,SUCURSAL_4,2022,8,EDITORIAL PLANETA MEXICANA,891950.0,PISO DE VENTA,1.0,268.0,155.44,9786070762567,0.0,Los compas escapan de la prisiÃ³n,LIBRO,268.0,155.44,EL TROLLINO,42.0,MR (EDICIONES MARTINEZ ROCA),NIÃOS,NIÃOS,DE 6 A 12 AÃOS,15,2022-08-15,Lunes,Agosto,Fondo
89787,110732,SUCURSAL_5,2022,8,PEARSON EDUCACION DE MEXICO SA DE CV,688082.0,PISO DE VENTA,1.0,786.0,534.48,9786073229166,0.0,MATEMATICAS PARA ADMINISTRACION Y ECONOMIA / 13 ED.,LIBRO,786.0,534.48,"HAEUSSLER, ERNEST",32.0,PEARSON,"TEXTOS ESCOLARES, UNIVERSITARIOS Y TÃCNICOS",MATEMATICAS,PRINCIPIOS GENERALES Y MATEMATICAS APLICADAS,28,2022-08-28,Domingo,Agosto,Fondo
117572,147771,SUCURSAL_2,2021,4,COLOFON SA DE CV,4268300.0,PISO DE VENTA,1.0,438.75,292.5,9788417589189,,Conquistando a Jeremy,LIBRO,585.0,,"STEFANY, DARLIS",50.0,NOVA CASA EDITORIAL,LITERATURA,LITERATURA,NOVELA EROTICA,12,2021-04-12,Lunes,Abril,Novedad
93630,116614,SUCURSAL_5,2022,11,EDITORIAL PLANETA MEXICANA,694352.0,PISO DE VENTA,1.0,598.0,346.84,9788445006498,0.0,Los Hijos de HÃºrin,LIBRO,598.0,346.84,"TOLKIEN, J. R. R. (TOLKIEN, JOHN RONALD REUEL)",42.0,MINOTAURO,LITERATURA,LITERATURA,CIENCIA FICCION Y LITERATURA FANTASTICA,1,2022-11-01,Martes,Noviembre,Novedad
72358,88550,SUCURSAL_5,2022,5,EDITORIAL OCEANO DE MEXICO SA DE CV,677727.0,PISO DE VENTA,1.0,315.0,179.4,9781732196506,0.1,METABOLISMO ULTRA PODEROSO,LIBRO,350.0,,"SUAREZ, FRANK",44.8,METABOLIC PRESS,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SALUD ALTERNATIVA,DIETAS Y EN FORMA,16,2022-05-16,Lunes,Mayo,Fondo
149227,185656,SUCURSAL_3,2022,4,NIRVANA LIBROS SA DE CV,2010819.0,PISO DE VENTA,1.0,517.5,400.0,9788478088584,0.25,"TAROT DE LAS BRUJAS, EL (ESTUCHE)",LIBRO,690.0,,"DUGAN, ELLEN",50.0,SIRIO,ESOTERISMO,ESOTERISMO,ARTES ADIVINATORIAS,3,2022-04-03,Domingo,Abril,Fondo
135974,170265,SUCURSAL_2,2022,11,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,4434355.0,PISO DE VENTA,1.0,169.0,98.02,9786073167659,0.0,Esperanza Iris,LIBRO,169.0,98.02,"CHEREM SACAL, SILVIA",42.0,AGUILAR,LITERATURA,LITERATURA,AUTORES MEXICANOS,16,2022-11-16,MiÃ©rcoles,Noviembre,Fondo
1937,2400,SUCURSAL_1,2022,3,EDITORIAL OCEANO DE MEXICO SA DE CV,7259548.0,PISO DE VENTA,1.0,360.0,198.72,9786074007725,0.0,"PODER DE LA ROPA, EL",LIBRO,360.0,,"LARA, LUCY",44.8,OCEANO,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SUPERACION PERSONAL Y AUTOAYUDA,AUTOAYUDA,6,2022-03-06,Domingo,Marzo,Fondo
96229,120481,SUCURSAL_5,2022,12,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,698721.0,PISO DE VENTA,1.0,249.0,144.42,9786073173964,0.0,La hija del sepulturero,LIBRO,249.0,144.42,"OATES, JOYCE CAROL",42.0,DEBOLSILLO,LITERATURA,LITERATURA,NARRATIVA UNIVERSAL,16,2022-12-16,Viernes,Diciembre,Fondo
39738,49682,SUCURSAL_1,2021,8,PEARSON EDUCACION DE MEXICO SA DE CV,7179239.0,PISO DE VENTA,1.0,549.1,,9780136038788,0.05,POCKETS STUDENT BOOK LEVEL 2 / 2 ED. (INCLUYE CD ROM),LIBRO,578.0,,"HOJEL, BARBARA",35.0,LONGMAN INFANTIL,"TEXTOS ESCOLARES, UNIVERSITARIOS Y TÃCNICOS",TEXTOS ESCOLARES,TEXTO ESCOLAR MEDIO EN INGLES U OTROS IDIOMAS,19,2021-08-19,Jueves,Agosto,Fondo
159258,196289,SUCURSAL_3,2022,10,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,2032113.0,PISO DE VENTA,1.0,429.0,248.82,9789707803695,0.0,La conjura contra AmÃ©rica,LIBRO,429.0,248.82,"ROTH, PHILIP",42.0,DEBOLSILLO,LITERATURA,LITERATURA,NARRATIVA UNIVERSAL,27,2022-10-27,Jueves,Octubre,Fondo
29795,36742,SUCURSAL_1,2021,2,COLOFON SA DE CV,7118064.0,PISO DE VENTA,1.0,1087.5,605.0,9788498793864,,"PENSAMIENTO CHINO, EL",LIBRO,1450.0,,"GRANET, MARCEL",50.0,TROTTA,CIENCIAS SOCIALES,CIENCIAS SOCIALES,ANTROPOLOGIA,21,2021-02-21,Domingo,Febrero,Fondo
75072,92284,SUCURSAL_5,2021,1,EDITORIAL OCEANO DE MEXICO SA DE CV,616250.0,PISO DE VENTA,1.0,495.0,273.24,9786075276915,,"48 LEYES DEL PODER, LAS",LIBRO,495.0,,"GREENE, ROBERT",44.8,OCEANO,"ECONOMÃA, ADMINISTRACIÃN Y FINANZAS",NEGOCIOS Y ADMINISTRACION DE EMPRESAS,LIDERAZGO Y COMPETITIVIDAD,27,2021-01-27,MiÃ©rcoles,Enero,Fondo
59133,73287,SUCURSAL_1,2022,11,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,7333561.0,PISO DE VENTA,1.0,429.0,260.42,9786073175791,0.0,El visitante,LIBRO,429.0,248.82,"KING, STEPHEN",42.0,PLAZA & JANES,LITERATURA,LITERATURA,NOVELA DE TERROR,6,2022-11-06,Domingo,Noviembre,Fondo
23716,29978,SUCURSAL_1,2022,5,COLOFON SA DE CV,7281360.0,PISO DE VENTA,1.0,1136.25,757.5,9788412213003,0.25,El hÃ©roe de las mil caras / pd.,LIBRO,1515.0,,"CAMPBELL, JOSEPH",50.0,ATALANTA,CIENCIAS SOCIALES,CIENCIAS SOCIALES,ANTROPOLOGIA,22,2022-05-22,Domingo,Mayo,Fondo
